,word,true,pred
2473,siin,O,O
2474,dat,O,O
2475,joncvro,O,O
2476,magriete,B-PERS,B-PERS
2477,van,I-PERS,I-PERS
2478,rume,I-PERS,I-PERS
2479,heeft,O,O
2480,ontfaen,O,O
2481,e,O,O
2482,es,O,O
2483,gheerft,O,O
2484,wel,O,O
2485,e,O,O
2486,wettelike,O,O
2487,na,O,O
2488,de,O,O
2489,costume,O,O
2490,e,O,O
2491,dusage,O,O
2492,van,O,O
2493,den,O,O
2494,lande,O,O
2495,jn,O,O
2496,ellef,O,O
2497,vierendel,O,O
2498,lants,O,O
2499,dat,O,O
2500,te,O,O
2501,houdene,O,O
2502,jn,O,O
2503,alsulker,O,O
2504,manieren,O,O
2505,et,O,O
2506,der,O,O
2507,seluer,O,O
2508,vormen,O,O
2509,dat,O,O
2510,houdende,O,O
2511,was,O,O
2512,joncvro,O,O
2513,anes,B-PERS,B-PERS
2514,van,I-PERS,I-PERS
2515,musebrouc,I-PERS,I-PERS
2516,dat,O,O
2517,es,O,O
2518,te,O,O
2519,wetene,O,O
2520,dat,O,O
2521,soet,O,O
2522,cochte,O,O
2523,jeghen,O,O
2524,michiele,B-PERS,B-PERS
2525,barlebane,I-PERS,I-PERS
2526,et,O,O
2527,gaeft,O,O
2528,hem,O,O
2529,erflike,O,O
2530,omme,O,O
2531,xxxvi,B-MONEY,B-MONEY
2532,sc,I-MONEY,I-MONEY
2533,paris,I-MONEY,I-MONEY
2534,siars,O,O
2535,te,O,O
2536,gheldene,O,O
2537,te,O,O
2538,kersauonde,B-DATE,B-DATE
2539,et,O,O
2540,ne,O,O
2541,gonde,O,O
2542,hiit,O,O
2543,niet,O,O
2544,et,O,O
2545,de,O,O
2546,ghene,O,O
2547,diet,O,O
2548,na,O,O
2549,he,O,O
2550,houden,O,O
2551,selen,O,O
2552,siars,O,O
2553,binnen,O,O
2554,den,O,O
2555,vieren,O,O
2556,kersdaghen,O,O
2557,so,O,O
2558,ware,O,O
2559,die,O,O
2560,vorseide,O,O
2561,xi,O,O
2562,vierend,O,B-LOC
2563,lants,O,O
2564,vburt,O,O
2565,et,O,O
2566,mocht,O,O
2567,er,O,O
2568,die,O,O
2569,vors,O,O
2570,joncv,O,O
2571,anes,B-PERS,B-PERS
2572,hant,O,O
2573,an,O,O
2574,slaen,O,O
2575,et,O,O
2576,berghen,O,O
2577,et,O,O
2578,dalen,O,O
2579,gheliic,O,O
2580,hare,O,O
2581,ander,O,O
2582,eruen,O,O
2583,et,O,O
2584,jn,O,O
2585,allen,O,O
2586,dese,O,O
2587,vors,O,O
2588,pointen,O,O
2589,sonder,O,O
2590,meerne,O,O
2591,mindere,O,O
2592,et,O,O
2593,enech,O,O
2594,of,O,O
2595,doen,O,O
2596,so,O,O
2597,heeft,O,O
2598,joncv,O,O
2599,magriete,B-PERS,B-PERS
2600,van,I-PERS,I-PERS
2601,rume,I-PERS,I-PERS
2602,vor,O,O
2603,ghenomt,O,O
2604,dese,O,O
2605,vors,O,O
2606,xi,O,O
2607,vier,O,O
2608,lants,O,O
2609,ontfaen,O,O
2610,et,O,O
2611,esser,O,O
2612,wel,O,O
2613,et,O,O
2614,wettelike,O,O
2615,jn,O,O
2616,ghe,O,O
2617,ereft,O,O
2618,als,O,O
2619,vorseit,O,O
2620,es,O,O
2621,vore,O,O
2622,steuen,B-PERS,B-PERS
2623,den,I-PERS,I-PERS
2624,bartmacre,I-PERS,I-PERS
2625,bailiou,O,O
2626,sprofts,O,B-PERS
2627,van,O,I-PERS
2628,petenghe,B-LOC,I-PERS
2629,jhan,B-PERS,B-PERS
2630,bonen,I-PERS,I-PERS
2631,piet,B-PERS,B-PERS
2632,van,I-PERS,I-PERS
2633,heilebrouc,I-PERS,I-PERS
2634,e,O,O
2635,gherard,B-PERS,B-PERS
2636,den,I-PERS,I-PERS
2637,parmentier,I-PERS,I-PERS
2638,scepenen,O,O
2639,s,O,O
2640,forseits,O,O
2641,profts,O,O
2642,orconden,O,O
2643,der,O,O
2644,jhan,B-PERS,B-PERS
2645,prochipape,O,I-PERS
2646,van,O,O
2647,mo,B-LOC,O
2648,renghe,I-LOC,B-PERS
2649,deken,O,I-PERS
2650,van,O,O
2651,oudenarde,B-LOC,B-LOC
2652,sust,O,O
2653,beats,B-PERS,O
2654,peuse,O,O
2655,van,O,O
2656,den,O,O
2657,spetale,O,O
2658,van,O,O
2659,ouden,B-LOC,O
2660,maes,B-PERS,B-PERS
2661,vancaleberghe,I-PERS,I-PERS
2662,jhan,B-PERS,B-PERS
2663,nose,I-PERS,I-PERS
2664,hannek,B-PERS,O
2665,moenard,I-PERS,O
2666,te,O,O
2667,dien,O,O
2668,tiden,O,O
2669,clerc,O,O
2670,jnt,O,O
2671,spetail,O,O
2672,touden,B-LOC,O
2673,t,O,O
2674,was,O,O
2675,ghed,O,O
2676,jnt,O,O
2677,jaer,O,O
2678,van,O,O
2679,gcien,O,O
2680,mccc,B-DATE,B-DATE
2681,e,I-DATE,I-DATE
2682,viue,I-DATE,I-DATE
2683,jn,I-DATE,I-DATE
2684,meie,I-DATE,I-DATE
2685,jnt,O,I-DATE
2686,spetail,O,I-DATE
2687,in,O,I-DATE
2688,der,O,I-DATE
2689,peuser,O,I-DATE
2690,camere,O,I-DATE
2691,ant,O,I-DATE
2692,kerchof,O,I-DATE
2693,kenlijc,O,O
2694,zij,O,O
2695,allen,O,O
2696,lieden,O,O
2697,dat,O,O
2698,her,O,O
2699,gillis,B-PERS,B-PERS
2700,van,I-PERS,I-PERS
2701,waes,I-PERS,I-PERS
2702,priester,O,O
2703,heeft,O,O
2704,ghenome,O,O
2705,bi,O,O
2706,goeder,O,O
2707,ghetrauwer,O,O
2708,vorwordden,O,O
2709,teenen,O,O
2710,erffeleken,O,O
2711,pachte,O,O
2712,jeghen,O,O
2713,janne,B-PERS,B-PERS
2714,van,I-PERS,I-PERS
2715,cnoetighem,I-PERS,I-PERS
2716,al,O,O
2717,trecht,O,O
2718,dat,O,O
2719,jan,B-PERS,B-PERS
2720,vors,O,O
2721,adde,O,O
2722,in,O,O
2723,de,O,O
2724,huussen,O,O
2725,en,O,O
2726,eruen,O,O
2727,vor,O,O
2728,de,O,O
2729,kercstichele,B-LOC,O
2730,te,O,O
2731,paemle,B-LOC,B-LOC
2732,in,O,O
2733,de,O,O
2734,baerstrate,B-LOC,B-LOC
2735,twelke,O,O
2736,michiels,B-PERS,B-PERS
2737,sriken,I-PERS,I-PERS
2738,ende,O,O
2739,anneesen,B-PERS,B-PERS
2740,ziins,O,I-PERS
2741,eersts,O,O
2742,wijfs,O,O
2743,was,O,O
2744,in,O,O
2745,alzulker,O,O
2746,ghelaghen,O,O
2747,alst,O,O
2748,ghestaen,O,O
2749,en,O,O
2750,gheleghen,O,O
2751,es,O,O
2752,van,O,O
2753,voren,O,O
2754,tote,O,O
2755,bachten,O,O
2756,stappenants,O,O
2757,hant,O,O
2758,an,O,O
2759,te,O,O
2760,slane,O,O
2761,ome,O,O
2762,eene,O,O
2763,zekere,O,O
2764,some,O,O
2765,van,O,O
2766,iiij,B-MONEY,B-MONEY
2767,lb,I-MONEY,I-MONEY
2768,iiij,I-MONEY,I-MONEY
2769,sc,I-MONEY,I-MONEY
2770,par,I-MONEY,I-MONEY
2771,vlaendscher,I-MONEY,I-MONEY
2772,munten,I-MONEY,I-MONEY
2773,siaers,O,O
2774,erffeleker,O,O
2775,renten,O,O
2776,die,O,O
2777,mer,O,O
2778,den,O,O
2779,vors,O,O
2780,janne,B-PERS,B-PERS
2781,ofte,O,O
2782,sinen,O,O
2783,naercomers,O,O
2784,de,O,O
2785,causen,O,O
2786,van,O,O
2787,hem,O,O
2788,hebbende,O,O
2789,der,O,O
2790,ouer,O,O
2791,gheue,O,O
2792,en,O,O
2793,betalen,O,O
2794,moet,O,O
2795,boue,O,O
2796,den,O,O
2797,iiij,B-MONEY,B-MONEY
2798,sc,I-MONEY,I-MONEY
2799,vj,I-MONEY,I-MONEY
2800,d,I-MONEY,I-MONEY
2801,par,I-MONEY,I-MONEY
2802,der,O,O
2803,ouder,O,O
2804,renten,O,O
2805,die,O,O
2806,ute,O,O
2807,svors,O,O
2808,jans,B-PERS,B-PERS
2809,rechte,O,O
2810,was,O,O
2811,ghinghen,O,O
2812,en,O,O
2813,niet,O,O
2814,meer,O,O
2815,vallende,O,O
2816,en,O,O
2817,gheldende,O,O
2818,deerste,O,O
2819,paiemet,O,O
2820,iiij,B-MONEY,B-MONEY
2821,lb,I-MONEY,I-MONEY
2822,iiij,I-MONEY,I-MONEY
2823,sc,I-MONEY,I-MONEY
2824,par,I-MONEY,I-MONEY
2825,van,O,O
2826,d,O,O
2827,erffeleker,O,O
2828,rente,O,O
2829,vors,O,O
2830,te,O,O
2831,eeuweleec,O,O
2832,en,O,O
2833,erffeleec,O,O
2834,duerende,O,O
2835,ouer,O,O
2836,de,O,O
2837,welke,O,O
2838,vors,O,O
2839,erffeleke,O,O
2840,rente,O,O
2841,en,O,O
2842,alle,O,O
2843,vorwordde,O,O
2844,vors,O,O
2845,hem,O,O
2846,de,O,O
2847,vors,O,O
2848,jan,B-PERS,B-PERS
2849,van,I-PERS,I-PERS
2850,cnoetighem,I-PERS,I-PERS
2851,van,O,O
2852,den,O,O
2853,vors,O,O
2854,rechte,O,O
2855,van,O,O
2856,den,O,O
2857,huusse,O,O
2858,en,O,O
2859,erue,O,O
2860,vors,O,O
2861,hem,O,O
2862,wetteleke,O,O
2863,ontheruet,O,O
2864,heeft,O,O
2865,en,O,O
2866,doe,O,O
2867,was,O,O
2868,de,O,O
2869,vors,O,O
2870,her,O,O
2871,gillis,B-PERS,B-PERS
2872,van,I-PERS,I-PERS
2873,waes,I-PERS,I-PERS
2874,in,O,O
2875,ziin,O,O
2876,vors,O,O
2877,ghecochte,O,O
2878,recht,O,O
2879,van,O,O
2880,den,O,O
2881,huusse,O,O
2882,en,O,O
2883,erue,O,O
2884,vors,O,O
2885,wetteleke,O,O
2886,met,O,O
2887,voeghde,O,O
2888,der,O,O
2889,in,O,O
2890,gheheruet,O,O
2891,ende,O,O
2892,jan,B-PERS,B-PERS
2893,vors,O,O
2894,heeft,O,O
2895,belooft,O,O
2896,den,O,O
2897,vors,O,O
2898,her,O,O
2899,gillise,B-PERS,B-PERS
2900,van,O,I-PERS
2901,den,O,I-PERS
2902,rechte,O,I-PERS
2903,van,O,O
2904,den,O,O
2905,huuss,O,O
2906,en,O,O
2907,erue,O,O
2908,vors,O,O
2909,waerscheep,O,O
2910,jaer,O,O
2911,en,O,O
2912,dach,O,O
2913,naer,O,O
2914,costume,O,O
2915,en,O,O
2916,vsage,O,O
2917,van,O,O
2918,d,O,O
2919,vryheden,O,O
2920,van,O,O
2921,audende,B-LOC,B-LOC
2922,en,O,O
2923,van,O,O
2924,paemle,B-LOC,B-LOC
2925,en,O,O
2926,dese,O,O
2927,vors,O,O
2928,erffeleke,O,O
2929,rente,O,O
2930,en,O,O
2931,alle,O,O
2932,vorwordde,O,O
2933,vors,O,O
2934,die,O,O
2935,heeft,O,O
2936,de,O,O
2937,vors,O,O
2938,her,O,O
2939,gillis,B-PERS,B-PERS
2940,van,I-PERS,I-PERS
2941,waes,I-PERS,I-PERS
2942,belooft,O,O
2943,beset,O,O
2944,ende,O,O
2945,bewijst,O,O
2946,wetteleke,O,O
2947,met,O,O
2948,voeghde,O,O
2949,ouer,O,O
2950,hem,O,O
2951,en,O,O
2952,ouer,O,O
2953,sine,O,O
2954,naercomers,O,O
2955,wel,O,O
2956,te,O,O
2957,betaelnde,O,O
2958,ghelijc,O,O
2959,vors,O,O
2960,es,O,O
2961,te,O,O
2962,hebbene,O,O
2963,en,O,O
2964,te,O,O
2965,verreekene,O,O
2966,op,O,O
2967,de,O,O
2968,gheele,O,O
2969,erue,O,O
2970,vor,O,O
2971,steengat,O,O
2972,van,O,O
2973,der,O,O
2974,vorseider,O,O
2975,kercken,O,O
2976,die,O,O
2977,michiels,B-PERS,B-PERS
2978,sriken,I-PERS,I-PERS
2979,en,O,O
2980,anneesen,B-PERS,B-PERS
2981,siins,O,I-PERS
2982,eerst,O,O
2983,wetteleecx,O,O
2984,wijf,O,O
2985,was,O,O
2986,met,O,O
2987,allen,O,O
2988,den,O,O
2989,catteilen,O,O
2990,diere,O,O
2991,op,O,O
2992,ziin,O,O
2993,en,O,O
2994,wesen,O,O
2995,zelen,O,O
2996,eertvast,O,O
2997,en,O,O
2998,nagheluast,O,O
2999,en,O,O
3000,dese,O,O
3001,vors,O,O
3002,iiij,B-MONEY,B-MONEY
3003,lb,I-MONEY,I-MONEY
3004,iiij,I-MONEY,I-MONEY
3005,sc,I-MONEY,I-MONEY
3006,par,I-MONEY,I-MONEY
3007,siaers,O,O
3008,erffeleker,O,O
3009,renten,O,O
3010,die,O,O
3011,mach,O,O
3012,de,O,O
3013,vors,O,O
3014,her,O,O
3015,gillis,B-PERS,B-PERS
3016,ofte,O,O
3017,sine,O,O
3018,naercomers,O,O
3019,de,O,O
3020,causen,O,O
3021,van,O,O
3022,hem,O,O
3023,hebbende,O,O
3024,elder,O,O
3025,besetten,O,O
3026,en,O,O
3027,bewijsen,O,O
3028,binnen,O,O
3029,der,O,O
3030,vryheden,O,O
3031,van,O,O
3032,audende,B-LOC,B-LOC
3033,en,O,O
3034,van,O,O
3035,paemle,B-LOC,B-LOC
3036,of,O,O
3037,tusschen,O,O
3038,audende,B-LOC,B-LOC
3039,en,O,O
3040,beuer,B-LOC,O
3041,der,O,O
3042,kerken,O,O
3043,daer,O,O
3044,soe,O,O
3045,also,O,O
3046,wel,O,O
3047,beset,O,O
3048,en,O,O
3049,bewijst,O,O
3050,zij,O,O
3051,als,O,O
3052,soe,O,O
3053,nv,O,O
3054,es,O,O
3055,of,O,O
3056,bet,O,O
3057,te,O,O
3058,svors,O,O
3059,her,O,O
3060,gillis,B-PERS,B-PERS
3061,ofte,O,O
3062,sier,O,O
3063,naercomers,O,O
3064,coste,O,O
3065,de,O,O
3066,bringhe,O,O
3067,van,O,O
3068,deser,O,O
3069,cyrogphien,O,O
3070,machtich,O,O
3071,wesende,O,O
3072,dese,O,O
3073,vors,O,O
3074,erffeleke,O,O
3075,rente,O,O
3076,te,O,O
3077,jnnene,O,O
3078,en,O,O
3079,te,O,O
3080,vreekene,O,O
3081,te,O,O
3082,svors,O,O
3083,jans,B-PERS,B-PERS
3084,van,I-PERS,I-PERS
3085,cnoetighems,I-PERS,I-PERS
3086,bouf,O,O
3087,ofte,O,O
3088,te,O,O
3089,te,O,O
3090,ziins,O,B-LOC
3091,oers,O,O
3092,en,O,O
3093,naercomers,O,O
3094,bouf,O,O
3095,ghebrake,O,O
3096,ziins,O,O
3097,de,O,O
3098,causen,O,O
3099,vors,O,O
3100,van,O,O
3101,hem,O,O
3102,hebbende,O,O
3103,jn,O,O
3104,kennesse,O,O
3105,en,O,O
3106,oercoschepe,O,O
3107,der,O,O
3108,waerheden,O,O
3109,so,O,O
3110,hebben,O,O
3111,wij,O,O
3112,oliuier,B-PERS,B-PERS
3113,van,I-PERS,I-PERS
3114,huerne,I-PERS,I-PERS
3115,jnghel,B-PERS,B-PERS
3116,van,I-PERS,I-PERS
3117,erleghem,I-PERS,I-PERS
3118,en,O,O
3119,collaert,B-PERS,O
3120,lodemaer,I-PERS,O
3121,alse,O,O
3122,schepen,O,O
3123,in,O,O
3124,audende,B-LOC,B-LOC
3125,dese,O,O
3126,presente,O,O
3127,cyrogphie,O,O
3128,ghezeghelt,O,O
3129,elc,O,O
3130,onser,O,O
3131,met,O,O
3132,sinen,O,O
3133,zeghele,O,O
3134,ute,O,O
3135,hanghende,O,O
3136,dit,O,O
3137,was,O,O
3138,ghedaen,O,O
3139,den,O,O
3140,xijste,B-DATE,O
3141,dach,I-DATE,O
3142,van,I-DATE,O
3143,nouembre,I-DATE,B-LOC
3144,jnt,O,O
3145,jaer,O,O
3146,ons,O,O
3147,heen,O,O
3148,als,O,O
3149,me,O,O
3150,screef,O,O
3151,mccc,B-DATE,B-DATE
3152,iiijxx,I-DATE,I-DATE
3153,ende,I-DATE,I-DATE
3154,neghenne,I-DATE,I-DATE
3155,wij,O,O
3156,zuster,O,O
3157,beatrice,B-PERS,B-PERS
3158,van,I-PERS,I-PERS
3159,der,I-PERS,I-PERS
3160,asselt,I-PERS,I-PERS
3161,prieuse,O,O
3162,van,O,O
3163,den,O,O
3164,hospitale,O,O
3165,onser,B-PERS,O
3166,vrouwen,I-PERS,O
3167,van,O,O
3168,audenaerde,B-LOC,B-LOC
3169,ende,O,O
3170,zustren,O,O
3171,en,O,O
3172,broeders,O,O
3173,van,O,O
3174,den,O,O
3175,zeluen,O,O
3176,hospitale,O,O
3177,doen,O,O
3178,te,O,O
3179,wetene,O,O
3180,allen,O,O
3181,lieden,O,O
3182,dat,O,O
3183,wij,O,O
3184,hebben,O,O
3185,ghegheuen,O,O
3186,jn,O,O
3187,loeyalen,O,O
3188,pachte,O,O
3189,pietre,B-PERS,O
3190,den,I-PERS,O
3191,cupre,I-PERS,B-LOC
3192,de,O,O
3193,erue,O,O
3194,die,O,O
3195,wij,O,O
3196,hebben,O,O
3197,ligghende,O,O
3198,jn,O,O
3199,de,O,O
3200,poert,O,O
3201,van,O,O
3202,audenaerde,B-LOC,B-LOC
3203,jeghen,O,O
3204,sente,B-LOC,O
3205,amants,I-LOC,O
3206,capelle,I-LOC,O
3207,oestwert,O,B-LOC
3208,daer,O,O
3209,wilen,O,O
3210,op,O,O
3211,woende,O,O
3212,wouter,B-PERS,B-PERS
3213,van,I-PERS,I-PERS
3214,der,I-PERS,I-PERS
3215,haghe,I-PERS,I-PERS
3216,teenen,O,O
3217,termine,O,O
3218,van,O,O
3219,lxxix,O,O
3220,jaren,O,O
3221,achter,O,O
3222,een,O,O
3223,duerende,O,O
3224,van,O,O
3225,kersauonde,B-DATE,B-DATE
3226,jnt,O,O
3227,jaer,O,O
3228,dertienhondert,B-DATE,B-DATE
3229,twe,I-DATE,I-DATE
3230,en,I-DATE,I-DATE
3231,zestich,I-DATE,I-DATE
3232,omme,O,I-DATE
3233,drie,B-MONEY,B-MONEY
3234,pont,I-MONEY,I-MONEY
3235,paris,I-MONEY,I-MONEY
3236,elx,O,O
3237,siaers,O,O
3238,alsulke,O,O
3239,paris,O,O
3240,alse,O,O
3241,de,O,O
3242,heeren,O,O
3243,van,O,O
3244,den,O,O
3245,lande,O,O
3246,jaerlex,O,O
3247,ontfaen,O,O
3248,zelen,O,O
3249,van,O,O
3250,haren,O,O
3251,renten,O,O
3252,ten,O,O
3253,daghen,O,O
3254,dat,O,O
3255,dese,O,O
3256,pacht,O,O
3257,valt,O,O
3258,te,O,O
3259,gheldene,O,O
3260,deen,O,O
3261,heelt,O,O
3262,van,O,O
3263,den,O,O
3264,eerste,O,O
3265,pachte,O,O
3266,te,O,O
3267,kersauonde,B-DATE,B-DATE
3268,jnt,O,O
3269,jaer,O,O
3270,dusentech,B-DATE,B-DATE
3271,driehondert,I-DATE,I-DATE
3272,drie,I-DATE,I-DATE
3273,en,I-DATE,I-DATE
3274,zestech,I-DATE,I-DATE
3275,en,O,I-DATE
3276,dandre,O,I-DATE
3277,heelt,O,I-DATE
3278,te,O,I-DATE
3279,sente,B-DATE,I-DATE
3280,jansmesse,I-DATE,I-DATE
3281,daer,O,O
3282,naest,O,O
3283,commende,O,O
3284,en,O,O
3285,alsoe,O,O
3286,voert,O,O
3287,te,O,O
3288,gheldene,O,O
3289,van,O,O
3290,jare,O,O
3291,te,O,O
3292,jare,O,O
3293,den,O,O
3294,vors,O,O
3295,termijn,O,O
3296,duerende,O,O
3297,voert,O,O
3298,so,O,O
3299,vant,O,O
3300,piet,B-PERS,B-PERS
3301,vors,O,O
3302,op,O,O
3303,dese,O,O
3304,vorseide,O,O
3305,erue,O,O
3306,een,O,O
3307,huus,O,O
3308,en,O,O
3309,cateyle,O,O
3310,dwelke,O,O
3311,huus,O,O
3312,en,O,O
3313,cateyle,O,O
3314,hi,O,O
3315,cochte,O,O
3316,jeghen,O,O
3317,ons,O,O
3318,ome,O,O
3319,tiene,O,B-MONEY
3320,pont,O,I-MONEY
3321,gro,O,I-MONEY
3322,dewelke,O,I-MONEY
3323,tiene,O,I-MONEY
3324,pont,O,I-MONEY
3325,gro,O,I-MONEY
3326,vors,O,I-MONEY
3327,de,O,I-MONEY
3328,vors,O,I-MONEY
3329,piet,B-PERS,B-PERS
3330,ons,O,O
3331,heeft,O,O
3332,wel,O,O
3333,en,O,O
3334,soffisantelic,O,O
3335,betaelt,O,O
3336,waer,O,O
3337,af,O,O
3338,wij,O,O
3339,ons,O,O
3340,hauden,O,O
3341,wel,O,O
3342,ghepaeyt,O,O
3343,en,O,O
3344,vernoucht,O,O
3345,en,O,O
3346,hebben,O,O
3347,der,O,O
3348,af,O,O
3349,quiteghescolden,O,O
3350,en,O,O
3351,scelden,O,O
3352,quite,O,O
3353,den,O,O
3354,vors,O,O
3355,pietre,B-PERS,O
3356,zinen,O,O
3357,nacommers,O,O
3358,en,O,O
3359,allen,O,O
3360,den,O,O
3361,ghenen,O,O
3362,daer,O,O
3363,quitesceldinghe,O,O
3364,der,O,O
3365,af,O,O
3366,toebehoert,O,O
3367,ende,O,O
3368,in,O,O
3369,manieren,O,O
3370,dat,O,O
3371,de,O,O
3372,vorseide,O,O
3373,piet,B-PERS,B-PERS
3374,en,O,O
3375,zine,O,O
3376,nacomers,O,O
3377,zelen,O,O
3378,moeten,O,O
3379,hauden,O,O
3380,staende,O,O
3381,tvorseide,O,O
3382,huus,O,O
3383,en,O,O
3384,cateyle,O,O
3385,op,O,O
3386,derue,O,O
3387,vors,O,O
3388,te,O,O
3389,haer,O,O
3390,lieder,O,O
3391,profite,O,O
3392,al,O,O
3393,den,O,O
3394,vors,O,O
3395,termijn,O,O
3396,duerende,O,O
3397,dwelke,O,O
3398,huus,O,O
3399,en,O,O
3400,cateyle,O,O
3401,zijn,O,O
3402,altoes,O,O
3403,pant,O,O
3404,ome,O,O
3405,ons,O,O
3406,en,O,O
3407,onser,O,B-DATE
3408,nacommers,O,I-DATE
3409,der,O,I-DATE
3410,an,O,I-DATE
3411,te,O,I-DATE
3412,verhaelne,O,I-DATE
3413,den,O,I-DATE
3414,vors,O,I-DATE
3415,pacht,O,I-DATE
3416,ende,O,I-DATE
3417,tvorseide,O,I-DATE
3418,huus,O,O
3419,en,O,O
3420,alle,O,O
3421,dandre,O,O
3422,cateyle,O,O
3423,die,O,O
3424,wesen,O,O
3425,zullen,O,O
3426,op,O,O
3427,derue,O,O
3428,vors,O,O
3429,ten,O,O
3430,ende,O,O
3431,van,O,O
3432,den,O,O
3433,vors,O,O
3434,termine,O,O
3435,die,O,O
3436,zelen,O,O
3437,wij,O,O
3438,moeten,O,O
3439,hebben,O,O
3440,bi,O,O
3441,prise,O,O
3442,van,O,O
3443,goeden,O,O
3444,lieden,O,O
3445,ghelike,O,O
3446,dat,O,O
3447,zij,O,O
3448,ter,O,O
3449,erden,O,O
3450,laghen,O,O
3451,ende,O,O
3452,omme,O,O
3453,dat,O,O
3454,wij,O,O
3455,vorseide,O,O
3456,prieuse,O,O
3457,zustren,O,O
3458,en,O,O
3459,broeders,O,O
3460,willen,O,O
3461,dat,O,O
3462,alle,O,O
3463,dese,O,O
3464,vorseide,O,O
3465,dinghen,O,O
3466,bliuen,O,O
3467,goet,O,O
3468,vaste,O,O
3469,ghestade,O,O
3470,en,O,O
3471,wel,O,O
3472,ghehouden,O,O
3473,van,O,O
3474,ons,O,O
3475,en,O,O
3476,van,O,O
3477,onsen,O,O
3478,nacommers,O,O
3479,so,O,O
3480,hebben,O,O
3481,wij,O,O
3482,jn,O,O
3483,kennessen,O,O
3484,der,O,O
3485,waerheden,O,O
3486,dese,O,O
3487,jeghenwordeghe,O,O
3488,lettren,O,O
3489,gheseghelt,O,O
3490,metten,O,O
3491,ghemeenen,O,O
3492,zeghele,O,O
3493,ons,O,O
3494,conuents,O,O
3495,huut,O,O
3496,hanghende,O,O
3497,dit,O,O
3498,was,O,O
3499,ghedaen,O,O
3500,jnt,O,O
3501,jaer,O,O
3502,ons,O,O
3503,heeren,O,O
3504,dusentech,B-DATE,B-DATE
3505,driehondert,I-DATE,I-DATE
3506,een,I-DATE,I-DATE
3507,ende,I-DATE,I-DATE
3508,zestech,I-DATE,I-DATE
3509,lxiij,I-DATE,I-DATE
3510,de,I-DATE,I-DATE
3511,xxvijste,I-DATE,I-DATE
3512,dach,I-DATE,I-DATE
3513,va,I-DATE,I-DATE
3514,hoeymaent,I-DATE,I-DATE
3515,kenlic,O,O
3516,zij,O,O
3517,allen,O,O
3518,lieden,O,O
3519,dat,O,O
3520,gillis,B-PERS,B-PERS
3521,crupeninc,I-PERS,I-PERS
3522,ende,O,O
3523,jonf,O,O
3524,kateline,B-PERS,B-PERS
3525,ziin,O,O
3526,wetteleke,O,O
3527,wijf,O,O
3528,gheue,O,O
3529,ende,O,O
3530,hebben,O,O
3531,ghegheue,O,O
3532,ter,O,O
3533,eeren,O,O
3534,van,O,O
3535,gode,B-PERS,B-PERS
3536,den,O,O
3537,ospittale,O,O
3538,van,O,O
3539,onser,B-PERS,B-PERS
3540,vrouwen,I-PERS,I-PERS
3541,taudende,B-LOC,B-LOC
3542,thuus,O,O
3543,en,O,O
3544,erue,O,O
3545,dat,O,O
3546,men,O,O
3547,heet,O,O
3548,den,O,O
3549,stheen,B-LOC,O
3550,van,I-LOC,O
3551,jnghelant,I-LOC,O
3552,bachten,O,O
3553,der,O,O
3554,kercken,O,O
3555,taudende,B-LOC,B-DATE
3556,den,O,O
3557,vorseide,O,O
3558,ospittaele,O,O
3559,hant,O,O
3560,der,O,O
3561,an,O,O
3562,te,O,O
3563,slane,O,O
3564,stappenants,O,O
3565,naer,O,O
3566,dat,O,O
3567,mijn,O,O
3568,jonfr,O,O
3569,de,O,O
3570,wedewe,O,O
3571,van,O,O
3572,franssoise,B-PERS,O
3573,va,I-PERS,O
3574,hautkercke,I-PERS,B-PERS
3575,miins,O,I-PERS
3576,h,O,O
3577,jacops,B-PERS,B-PERS
3578,docht,O,O
3579,van,B-PERS,O
3580,eemsrode,I-PERS,O
3581,was,O,O
3582,gheuare,O,O
3583,sal,O,O
3584,ziin,O,O
3585,van,O,O
3586,liue,O,O
3587,ter,O,O
3588,doet,O,O
3589,met,O,O
3590,al,O,O
3591,den,O,O
3592,rechte,O,O
3593,datter,O,O
3594,gillis,B-PERS,B-PERS
3595,ende,O,O
3596,jonfr,O,O
3597,katel,B-PERS,B-PERS
3598,vors,O,O
3599,an,O,O
3600,hadden,O,O
3601,ghelijc,O,O
3602,en,O,O
3603,alsoe,O,O
3604,sijt,O,O
3605,cochten,O,O
3606,jeghen,O,O
3607,jan,B-PERS,B-PERS
3608,bloocs,I-PERS,I-PERS
3609,oer,O,O
3610,sonder,O,O
3611,gillise,B-PERS,B-PERS
3612,en,O,O
3613,jonfr,O,O
3614,kateline,B-PERS,B-PERS
3615,vor,O,O
3616,of,O,O
3617,hare,O,O
3618,oere,O,O
3619,ende,O,O
3620,naercomers,O,O
3621,nemermeer,O,O
3622,jet,O,O
3623,der,O,O
3624,an,O,O
3625,te,O,O
3626,hebbene,O,O
3627,ofte,O,O
3628,te,O,O
3629,verhaellene,O,O
3630,en,O,O
3631,eeuweleken,O,O
3632,de,O,O
3633,vorseide,O,O
3634,ospitale,O,O
3635,te,O,O
3636,bliuene,O,O
3637,en,O,O
3638,gillis,B-PERS,B-PERS
3639,en,O,O
3640,jonfr,O,O
3641,kateline,B-PERS,B-PERS
3642,vor,O,O
3643,met,O,O
3644,hem,O,O
3645,alse,O,O
3646,met,O,O
3647,hare,O,O
